Keyword,ad_position_average,ad_position_max,ad_position_min,bid,cpc_average,cpc_max,cpc_min,daily_clicks_average,daily_clicks_max,daily_clicks_min,daily_cost_average,daily_cost_max,daily_cost_min,daily_impressions_average,daily_impressions_max,daily_impressions_min,key,language,loc_id,match,source
lc,1.06,1.0,1.11,100,39.64,43.6,35.67,0.14,0.15,0.13,5.57,6.12,5.01,15.91,17.5,14.32,lc,en,2124,exact,scraped
implement,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,implement,en,2124,exact,scraped
generic,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,generic,en,2124,exact,scraped
applying,1.06,1.0,1.11,100,3.85,4.23,3.46,0.16,0.18,0.15,0.62,0.69,0.56,2.68,2.94,2.41,applying,en,2124,exact,scraped
interpretation,1.06,1.0,1.11,100,23.92,26.31,21.53,0.01,0.01,0.01,0.24,0.26,0.22,0.84,0.93,0.76,interpretation,en,2124,exact,scraped
versioned,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,versioned,en,2124,exact,scraped
institut,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,institut,en,2124,exact,scraped
input,1.06,1.0,1.11,100,34.63,38.09,31.17,0.01,0.01,0.01,0.37,0.41,0.33,0.42,0.46,0.38,input,en,2124,exact,scraped
bound,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bound,en,2124,exact,scraped
box,1.86,1.68,2.05,100,13.63,14.99,12.26,14.73,16.2,13.25,200.67,220.74,180.6,244.46,268.91,220.02,box,en,2124,exact,scraped
discussed,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,discussed,en,2124,exact,scraped
buying,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,buying,en,2124,exact,scraped
marketing,1.38,1.24,1.52,100,59.59,65.55,53.63,0.48,0.53,0.43,28.58,31.43,25.72,41.54,45.7,37.39,marketing,en,2124,exact,scraped
instance,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,instance,en,2124,exact,scraped
bbox,1.06,1.0,1.11,100,6.34,6.98,5.71,0.21,0.23,0.19,1.34,1.47,1.21,2.25,2.48,2.03,bbox,en,2124,exact,scraped
documented,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,documented,en,2124,exact,scraped
machine,1.06,1.0,1.11,100,10.76,11.83,9.68,0.05,0.06,0.05,0.59,0.65,0.53,0.84,0.93,0.76,machine,en,2124,exact,scraped
learne,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,learne,en,2124,exact,scraped
optimizers,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,optimizers,en,2124,exact,scraped
connection,1.13,1.01,1.24,100,14.89,16.37,13.4,0.37,0.41,0.34,5.56,6.11,5.0,8.03,8.83,7.22,connection,en,2124,exact,scraped
second,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,second,en,2124,exact,scraped
activated,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,activated,en,2124,exact,scraped
prominent,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,prominent,en,2124,exact,scraped
gcr,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gcr,en,2124,exact,scraped
max,1.06,1.0,1.11,100,9.42,10.36,8.48,0.19,0.2,0.17,1.74,1.92,1.57,3.1,3.41,2.79,max,en,2124,exact,scraped
randomly,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,randomly,en,2124,exact,scraped
closes,1.06,1.0,1.11,100,9.58,10.54,8.62,0.01,0.01,0.01,0.1,0.11,0.09,0.42,0.46,0.38,closes,en,2124,exact,scraped
shifting,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shifting,en,2124,exact,scraped
abuse,1.22,1.1,1.35,100,55.84,61.42,50.25,0.06,0.06,0.05,3.15,3.47,2.84,2.53,2.79,2.28,abuse,en,2124,exact,scraped
connections,1.06,1.0,1.11,100,82.82,91.1,74.54,0.0,0.0,0.0,0.19,0.21,0.17,0.42,0.46,0.38,connections,en,2124,exact,scraped
rotates,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rotates,en,2124,exact,scraped
basic,1.06,1.0,1.11,100,9.89,10.88,8.9,0.08,0.09,0.07,0.82,0.9,0.74,1.27,1.39,1.14,basic,en,2124,exact,scraped
computation,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,computation,en,2124,exact,scraped
complexity,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,complexity,en,2124,exact,scraped
authority,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,authority,en,2124,exact,scraped
system,1.06,1.0,1.11,100,8.53,9.38,7.67,0.13,0.14,0.11,1.07,1.18,0.96,2.68,2.94,2.41,system,en,2124,exact,scraped
astrophysic,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,astrophysic,en,2124,exact,scraped
tensorflow,1.52,1.36,1.67,100,49.13,54.04,44.21,0.11,0.12,0.1,5.24,5.76,4.72,8.17,8.98,7.35,tensorflow,en,2124,exact,scraped
language,1.48,1.33,1.63,100,35.87,39.46,32.29,0.44,0.48,0.39,15.71,17.28,14.14,22.81,25.09,20.53,language,en,2124,exact,scraped
automatic,1.06,1.0,1.11,100,14.53,15.98,13.08,0.05,0.05,0.04,0.7,0.77,0.63,2.53,2.79,2.28,automatic,en,2124,exact,scraped
corners,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,corners,en,2124,exact,scraped
learning,1.06,1.0,1.11,100,23.32,25.65,20.99,0.46,0.51,0.42,10.82,11.9,9.74,10.0,11.0,9.0,learning,en,2124,exact,scraped
deep,1.06,1.0,1.11,100,6.37,7.01,5.73,0.02,0.02,0.01,0.1,0.11,0.09,0.42,0.46,0.38,deep,en,2124,exact,scraped
orchestration,1.44,1.3,1.59,100,95.45,105.0,85.91,0.01,0.01,0.01,0.9,0.99,0.81,0.84,0.93,0.76,orchestration,en,2124,exact,scraped
violation,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,violation,en,2124,exact,scraped
enter,1.06,1.0,1.11,100,5.07,5.57,4.56,0.21,0.23,0.19,1.06,1.16,0.95,2.53,2.79,2.28,enter,en,2124,exact,scraped
comhttp,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,comhttp,en,2124,exact,scraped
california,1.06,1.0,1.12,100,36.12,39.74,32.51,6.72,7.39,6.05,242.78,267.05,218.5,256.43,282.08,230.79,california,en,2124,exact,scraped
search,1.96,1.76,2.16,100,27.15,29.87,24.44,4.31,4.74,3.88,117.03,128.73,105.33,289.1,318.01,260.19,search,en,2124,exact,scraped
schema,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,schema,en,2124,exact,scraped
founder,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,founder,en,2124,exact,scraped
event,2.37,2.14,2.61,100,57.05,62.75,51.34,0.07,0.08,0.06,3.98,4.38,3.58,7.46,8.21,6.72,event,en,2124,exact,scraped
run,1.06,1.0,1.11,100,1.75,1.93,1.58,1.15,1.26,1.03,2.02,2.22,1.81,6.62,7.28,5.96,run,en,2124,exact,scraped
detailing,1.41,1.27,1.55,100,51.15,56.26,46.03,1.05,1.15,0.94,53.55,58.9,48.19,49.43,54.37,44.49,detailing,en,2124,exact,scraped
transformer,1.17,1.05,1.28,100,15.12,16.63,13.61,0.33,0.37,0.3,5.03,5.54,4.53,8.17,8.98,7.35,transformer,en,2124,exact,scraped
weights,1.08,1.0,1.16,100,33.96,37.35,30.56,1.28,1.4,1.15,43.35,47.69,39.02,35.21,38.73,31.68,weights,en,2124,exact,scraped
client,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,client,en,2124,exact,scraped
call,1.06,1.0,1.11,100,11.17,12.28,10.05,0.16,0.18,0.15,1.83,2.02,1.65,4.37,4.8,3.93,call,en,2124,exact,scraped
blink,1.06,1.0,1.11,100,38.8,42.68,34.92,7.22,7.94,6.5,280.02,308.02,252.02,105.62,116.18,95.05,blink,en,2124,exact,scraped
option,1.06,1.0,1.11,100,20.79,22.87,18.71,0.09,0.09,0.08,1.77,1.95,1.59,2.68,2.94,2.41,option,en,2124,exact,scraped
bounding,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bounding,en,2124,exact,scraped
boxes,1.75,1.58,1.93,100,44.32,48.75,39.88,8.33,9.16,7.49,368.94,405.84,332.05,367.96,404.76,331.17,boxes,en,2124,exact,scraped
market,1.08,1.0,1.15,100,26.96,29.66,24.26,0.24,0.27,0.22,6.56,7.22,5.9,10.7,11.77,9.63,market,en,2124,exact,scraped
association,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,association,en,2124,exact,scraped
cases,1.12,1.0,1.23,100,22.05,24.26,19.85,0.23,0.26,0.21,5.15,5.66,4.63,11.41,12.55,10.27,cases,en,2124,exact,scraped
product,1.06,1.0,1.11,100,10.87,11.96,9.78,0.13,0.14,0.11,1.36,1.5,1.22,2.96,3.25,2.66,product,en,2124,exact,scraped
linear,1.06,1.0,1.11,100,26.45,29.1,23.81,0.18,0.2,0.16,4.71,5.18,4.24,7.6,8.36,6.84,linear,en,2124,exact,scraped
default,1.06,1.0,1.11,100,9.61,10.57,8.65,0.04,0.04,0.03,0.34,0.37,0.31,0.42,0.46,0.38,default,en,2124,exact,scraped
ess,1.06,1.0,1.11,100,14.84,16.33,13.36,0.27,0.3,0.24,4.03,4.43,3.63,10.42,11.46,9.38,ess,en,2124,exact,scraped
sy,1.06,1.0,1.11,100,70.44,77.49,63.4,0.0,0.0,0.0,0.17,0.18,0.15,0.42,0.46,0.38,sy,en,2124,exact,scraped
post,1.06,1.0,1.11,100,6.12,6.73,5.51,0.16,0.18,0.14,0.99,1.08,0.89,5.91,6.51,5.32,post,en,2124,exact,scraped
tuning,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tuning,en,2124,exact,scraped
producing,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,producing,en,2124,exact,scraped
locate,1.06,1.0,1.11,100,14.43,15.87,12.99,0.01,0.01,0.01,0.15,0.17,0.14,0.84,0.93,0.76,locate,en,2124,exact,scraped
advertisement,1.09,1.0,1.19,100,30.35,33.39,27.32,0.52,0.57,0.46,15.66,17.22,14.09,19.43,21.38,17.49,advertisement,en,2124,exact,scraped
layers,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,layers,en,2124,exact,scraped
reactivity,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,reactivity,en,2124,exact,scraped
testing,1.06,1.0,1.13,100,37.42,41.16,33.68,8.84,9.72,7.96,330.81,363.89,297.73,637.77,701.55,574.0,testing,en,2124,exact,scraped
sep,1.06,1.0,1.11,100,17.68,19.45,15.92,0.03,0.03,0.02,0.46,0.51,0.41,1.69,1.86,1.52,sep,en,2124,exact,scraped
role,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,role,en,2124,exact,scraped
messenger,1.06,1.0,1.11,100,5.5,6.05,4.95,18.68,20.55,16.81,102.7,112.97,92.43,251.36,276.5,226.23,messenger,en,2124,exact,scraped
team,1.1,1.0,1.19,100,48.56,53.42,43.71,0.52,0.58,0.47,25.46,28.01,22.91,29.85,32.84,26.87,team,en,2124,exact,scraped
management,1.12,1.01,1.23,100,33.89,37.28,30.5,0.19,0.21,0.17,6.55,7.2,5.89,12.67,13.94,11.41,management,en,2124,exact,scraped
page,1.06,1.0,1.11,100,5.15,5.67,4.64,0.33,0.37,0.3,1.72,1.89,1.54,4.93,5.42,4.44,page,en,2124,exact,scraped
safari,1.08,1.0,1.16,100,42.75,47.02,38.47,3.57,3.93,3.22,152.72,167.99,137.45,128.57,141.43,115.71,safari,en,2124,exact,scraped
topic,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,topic,en,2124,exact,scraped
late,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,late,en,2124,exact,scraped
expressibility,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expressibility,en,2124,exact,scraped
layer,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,layer,en,2124,exact,scraped
output,1.79,1.61,1.97,100,17.51,19.26,15.76,2.75,3.02,2.47,48.07,52.87,43.26,39.01,42.91,35.11,output,en,2124,exact,scraped
rule,1.06,1.0,1.11,100,36.05,39.65,32.44,0.01,0.01,0.01,0.35,0.39,0.32,0.42,0.46,0.38,rule,en,2124,exact,scraped
chain,1.07,1.0,1.14,100,18.31,20.15,16.48,2.21,2.44,1.99,40.54,44.6,36.49,47.32,52.05,42.58,chain,en,2124,exact,scraped
function,2.02,1.82,2.22,100,9.91,10.91,8.92,2.75,3.02,2.47,27.23,29.95,24.5,90.41,99.45,81.37,function,en,2124,exact,scraped
calculate,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,calculate,en,2124,exact,scraped
neuron,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neuron,en,2124,exact,scraped
rat,1.1,1.0,1.21,100,28.96,31.86,26.07,0.1,0.11,0.09,3.02,3.33,2.72,6.2,6.82,5.58,rat,en,2124,exact,scraped
host,1.69,1.52,1.86,100,74.24,81.66,66.82,0.21,0.23,0.19,15.78,17.35,14.2,26.05,28.66,23.45,host,en,2124,exact,scraped
ghost,1.06,1.0,1.11,100,15.5,17.06,13.95,1.97,2.17,1.77,30.58,33.64,27.52,35.77,39.35,32.19,ghost,en,2124,exact,scraped
browser,1.28,1.15,1.4,100,21.42,23.56,19.28,4.05,4.45,3.64,86.74,95.41,78.06,91.53,100.69,82.38,browser,en,2124,exact,scraped
pretty,1.06,1.0,1.11,100,19.15,21.07,17.24,0.02,0.02,0.02,0.41,0.45,0.37,0.42,0.46,0.38,pretty,en,2124,exact,scraped
mosh,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mosh,en,2124,exact,scraped
graph,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,graph,en,2124,exact,scraped
grapple,1.06,1.0,1.11,100,22.23,24.45,20.01,0.2,0.22,0.18,4.45,4.9,4.01,3.94,4.34,3.55,grapple,en,2124,exact,scraped
startup,1.74,1.56,1.91,100,66.76,73.43,60.08,0.16,0.17,0.14,10.55,11.6,9.49,19.57,21.53,17.62,startup,en,2124,exact,scraped
type,1.06,1.0,1.11,100,27.84,30.62,25.05,0.04,0.05,0.04,1.17,1.29,1.06,1.27,1.39,1.14,type,en,2124,exact,scraped
interesting,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,interesting,en,2124,exact,scraped
offer,1.06,1.0,1.11,100,31.96,35.15,28.76,0.33,0.36,0.29,10.39,11.43,9.36,8.03,8.83,7.22,offer,en,2124,exact,scraped
transformations,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,transformations,en,2124,exact,scraped
basically,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,basically,en,2124,exact,scraped
contains,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,contains,en,2124,exact,scraped
operate,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,operate,en,2124,exact,scraped
reference,2.36,2.12,2.59,100,48.59,53.45,43.73,0.0,0.0,0.0,0.16,0.18,0.15,0.42,0.46,0.38,reference,en,2124,exact,scraped
result,1.06,1.0,1.11,100,3.38,3.72,3.04,0.12,0.13,0.11,0.4,0.44,0.36,1.69,1.86,1.52,result,en,2124,exact,scraped
weight,1.06,1.0,1.11,100,25.24,27.76,22.71,0.18,0.2,0.17,4.65,5.12,4.19,3.94,4.34,3.55,weight,en,2124,exact,scraped
prefer,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,prefer,en,2124,exact,scraped
combination,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,combination,en,2124,exact,scraped
equation,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,equation,en,2124,exact,scraped
multiply,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,multiply,en,2124,exact,scraped
write,1.06,1.0,1.11,100,19.7,21.67,17.73,0.13,0.14,0.12,2.55,2.8,2.29,2.96,3.25,2.66,write,en,2124,exact,scraped
increase,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,increase,en,2124,exact,scraped
derivative,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,derivative,en,2124,exact,scraped
easily,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,easily,en,2124,exact,scraped
graphical,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,graphical,en,2124,exact,scraped
sp,1.06,1.0,1.11,100,22.86,25.14,20.57,0.02,0.02,0.02,0.46,0.5,0.41,0.84,0.93,0.76,sp,en,2124,exact,scraped
music,1.06,1.0,1.12,100,15.85,17.44,14.27,8.86,9.74,7.97,140.41,154.45,126.37,204.47,224.92,184.02,music,en,2124,exact,scraped
intention,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,intention,en,2124,exact,scraped
removal,1.06,1.0,1.11,100,43.84,48.22,39.45,0.0,0.01,0.0,0.21,0.23,0.19,0.42,0.46,0.38,removal,en,2124,exact,scraped
unexpected,1.06,1.0,1.11,100,25.08,27.59,22.57,0.0,0.0,0.0,0.01,0.02,0.01,0.42,0.46,0.38,unexpected,en,2124,exact,scraped
designed,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,designed,en,2124,exact,scraped
args,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,args,en,2124,exact,scraped
bin,1.06,1.0,1.11,100,18.95,20.85,17.06,0.06,0.07,0.05,1.15,1.27,1.04,2.53,2.79,2.28,bin,en,2124,exact,scraped
site,1.06,1.0,1.11,100,13.24,14.57,11.92,0.5,0.55,0.45,6.66,7.32,5.99,12.39,13.63,11.15,site,en,2124,exact,scraped
embarrassing,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,embarrassing,en,2124,exact,scraped
base,1.19,1.07,1.31,100,18.94,20.83,17.04,0.13,0.14,0.11,2.39,2.63,2.15,2.96,3.25,2.66,base,en,2124,exact,scraped
blog,2.2,1.98,2.41,100,63.22,69.54,56.9,4.36,4.79,3.92,275.34,302.88,247.81,254.18,279.6,228.76,blog,en,2124,exact,scraped
shear,1.06,1.0,1.11,100,32.01,35.21,28.81,0.04,0.04,0.03,1.14,1.25,1.02,1.69,1.86,1.52,shear,en,2124,exact,scraped
block,1.06,1.0,1.11,100,21.95,24.15,19.76,0.03,0.03,0.03,0.61,0.68,0.55,1.27,1.39,1.14,block,en,2124,exact,scraped
depart,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,depart,en,2124,exact,scraped
bash,2.36,2.12,2.59,100,2.5,2.75,2.25,0.04,0.04,0.04,0.1,0.11,0.09,0.42,0.46,0.38,bash,en,2124,exact,scraped
setup,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,setup,en,2124,exact,scraped
publication,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,publication,en,2124,exact,scraped
represents,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,represents,en,2124,exact,scraped
migrate,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,migrate,en,2124,exact,scraped
advantage,1.08,1.0,1.16,100,27.63,30.39,24.87,0.55,0.6,0.49,15.15,16.67,13.64,8.87,9.76,7.98,advantage,en,2124,exact,scraped
capital,1.11,1.0,1.21,100,32.56,35.81,29.3,0.88,0.97,0.79,28.58,31.43,25.72,9.58,10.53,8.62,capital,en,2124,exact,scraped
range,1.13,1.01,1.24,100,35.16,38.68,31.64,1.75,1.93,1.58,61.64,67.81,55.48,54.5,59.95,49.05,range,en,2124,exact,scraped
image,1.49,1.34,1.64,100,53.63,58.99,48.27,0.1,0.11,0.09,5.39,5.93,4.85,5.07,5.58,4.56,image,en,2124,exact,scraped
content,1.06,1.0,1.11,100,14.51,15.96,13.06,0.31,0.34,0.28,4.47,4.92,4.03,13.1,14.41,11.79,content,en,2124,exact,scraped
