Keyword,ad_position_average,ad_position_max,ad_position_min,bid,cpc_average,cpc_max,cpc_min,daily_clicks_average,daily_clicks_max,daily_clicks_min,daily_cost_average,daily_cost_max,daily_cost_min,daily_impressions_average,daily_impressions_max,daily_impressions_min,key,language,loc_id,match,source
model,1.06,1.0,1.11,100,0.79,0.87,0.71,0.15,0.17,0.14,0.12,0.13,0.11,6.87,7.55,6.18,model,en,2124,exact,scraped
conference,1.06,1.0,1.11,100,1.35,1.48,1.21,0.13,0.14,0.11,0.17,0.19,0.15,5.78,6.36,5.2,conference,en,2124,exact,scraped
account,1.06,1.0,1.11,100,0.54,0.59,0.49,2.55,2.81,2.3,1.38,1.52,1.24,38.12,41.93,34.31,account,en,2124,exact,scraped
defy,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,defy,en,2124,exact,scraped
willing,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,willing,en,2124,exact,scraped
headache,1.06,1.0,1.11,100,1.03,1.13,0.92,2.73,3.0,2.46,2.8,3.08,2.52,197.82,217.6,178.04,headache,en,2124,exact,scraped
premise,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,premise,en,2124,exact,scraped
snapshot,1.06,1.0,1.11,100,1.73,1.9,1.55,0.29,0.32,0.26,0.5,0.55,0.45,6.32,6.96,5.69,snapshot,en,2124,exact,scraped
powerful,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,powerful,en,2124,exact,scraped
ambitious,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ambitious,en,2124,exact,scraped
mlop,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mlop,en,2124,exact,scraped
look,1.06,1.0,1.11,100,0.36,0.4,0.33,0.23,0.25,0.21,0.08,0.09,0.08,5.42,5.96,4.88,look,en,2124,exact,scraped
arthur,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,arthur,en,2124,exact,scraped
generate,1.06,1.0,1.11,100,1.62,1.78,1.46,0.09,0.1,0.08,0.14,0.16,0.13,3.97,4.37,3.58,generate,en,2124,exact,scraped
synthetic,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,synthetic,en,2124,exact,scraped
mark,1.06,1.0,1.11,100,1.01,1.11,0.91,16.78,18.46,15.1,16.88,18.57,15.19,242.63,266.89,218.36,mark,en,2124,exact,scraped
eponymous,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,eponymous,en,2124,exact,scraped
photogrammetry,1.06,1.0,1.11,100,6.49,7.14,5.84,0.12,0.14,0.11,0.8,0.88,0.72,11.74,12.92,10.57,photogrammetry,en,2124,exact,scraped
debug,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,debug,en,2124,exact,scraped
memory,1.06,1.0,1.11,100,0.55,0.6,0.49,0.46,0.51,0.41,0.25,0.28,0.23,9.39,10.33,8.45,memory,en,2124,exact,scraped
test,1.06,1.0,1.11,100,1.22,1.34,1.1,0.22,0.24,0.19,0.26,0.29,0.24,20.41,22.46,18.37,test,en,2124,exact,scraped
focus,1.06,1.0,1.11,100,2.9,3.19,2.61,0.86,0.94,0.77,2.48,2.73,2.23,62.69,68.96,56.42,focus,en,2124,exact,scraped
build,1.06,1.0,1.11,100,4.46,4.91,4.01,0.04,0.05,0.04,0.2,0.22,0.18,3.43,3.78,3.09,build,en,2124,exact,scraped
grus,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,grus,en,2124,exact,scraped
regularization,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,regularization,en,2124,exact,scraped
reproducible,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,reproducible,en,2124,exact,scraped
amir,1.06,1.0,1.11,100,1.02,1.12,0.92,0.89,0.98,0.8,0.91,1.0,0.82,24.21,26.63,21.79,amir,en,2124,exact,scraped
sample,1.06,1.0,1.11,100,0.81,0.89,0.73,0.14,0.16,0.13,0.11,0.13,0.1,2.71,2.98,2.44,sample,en,2124,exact,scraped
class,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,class,en,2124,exact,scraped
wish,1.06,1.0,1.11,100,3.28,3.61,2.95,2077.66,2285.43,1869.89,6818.22,7500.05,6136.4,11607.19,12767.9,10446.47,wish,en,2124,exact,scraped
technique,1.06,1.0,1.11,100,0.75,0.83,0.68,0.03,0.04,0.03,0.03,0.03,0.02,0.9,0.99,0.81,technique,en,2124,exact,scraped
reshaped,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,reshaped,en,2124,exact,scraped
culture,1.06,1.0,1.11,100,1.9,2.09,1.71,0.36,0.4,0.32,0.69,0.76,0.62,41.73,45.91,37.56,culture,en,2124,exact,scraped
configure,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,configure,en,2124,exact,scraped
machine,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,machine,en,2124,exact,scraped
output,1.06,1.0,1.11,100,21.71,23.88,19.54,2.74,3.01,2.47,59.46,65.41,53.52,44.8,49.28,40.32,output,en,2124,exact,scraped
learne,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,learne,en,2124,exact,scraped
adaptive,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,adaptive,en,2124,exact,scraped
rotate,1.06,1.0,1.11,100,2.85,3.14,2.57,0.26,0.28,0.23,0.73,0.81,0.66,9.21,10.13,8.29,rotate,en,2124,exact,scraped
expo,1.06,1.0,1.11,100,15.16,16.68,13.64,1.36,1.5,1.23,20.65,22.71,18.58,103.16,113.47,92.84,expo,en,2124,exact,scraped
separate,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,separate,en,2124,exact,scraped
call,1.06,1.0,1.11,100,0.72,0.8,0.65,0.34,0.38,0.31,0.25,0.27,0.22,14.63,16.1,13.17,call,en,2124,exact,scraped
file,1.06,1.0,1.11,100,1.15,1.26,1.03,0.13,0.14,0.12,0.15,0.17,0.14,9.21,10.13,8.29,file,en,2124,exact,scraped
import,1.06,1.0,1.11,100,3.87,4.26,3.49,0.01,0.01,0.01,0.04,0.05,0.04,1.81,1.99,1.63,import,en,2124,exact,scraped
sublicensable,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sublicensable,en,2124,exact,scraped
location,1.06,1.0,1.11,100,0.85,0.93,0.76,0.92,1.01,0.82,0.78,0.86,0.7,40.11,44.12,36.1,location,en,2124,exact,scraped
institutional,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,institutional,en,2124,exact,scraped
corner y,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,corner y,en,2124,exact,scraped
invent,1.06,1.0,1.11,100,15.67,17.23,14.1,0.06,0.07,0.05,0.93,1.02,0.84,4.34,4.77,3.9,invent,en,2124,exact,scraped
colored,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,colored,en,2124,exact,scraped
black,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,black,en,2124,exact,scraped
parameters,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,parameters,en,2124,exact,scraped
tesla,1.06,1.0,1.11,100,1.02,1.12,0.91,43.05,47.36,38.75,43.74,48.11,39.37,1491.89,1641.07,1342.7,tesla,en,2124,exact,scraped
valenzuela,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,valenzuela,en,2124,exact,scraped
henry,1.06,1.0,1.11,100,3.35,3.69,3.02,0.83,0.92,0.75,2.8,3.08,2.52,5.24,5.76,4.72,henry,en,2124,exact,scraped
ansah,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ansah,en,2124,exact,scraped
potential,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,potential,en,2124,exact,scraped
continued,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,continued,en,2124,exact,scraped
real,1.06,1.0,1.11,100,0.94,1.04,0.85,0.05,0.06,0.05,0.05,0.06,0.05,2.71,2.98,2.44,real,en,2124,exact,scraped
time,1.06,1.0,1.11,100,0.77,0.84,0.69,0.08,0.09,0.08,0.06,0.07,0.06,3.43,3.78,3.09,time,en,2124,exact,scraped
cloud,1.65,1.48,1.81,100,3.34,3.67,3.0,4.73,5.2,4.25,15.77,17.35,14.19,185.54,204.09,166.98,cloud,en,2124,exact,scraped
coresite,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,coresite,en,2124,exact,scraped
insight,1.06,1.0,1.11,100,1.14,1.26,1.03,0.08,0.09,0.08,0.1,0.1,0.09,1.81,1.99,1.63,insight,en,2124,exact,scraped
important,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,important,en,2124,exact,scraped
minute,1.06,1.0,1.11,100,0.51,0.56,0.46,0.05,0.06,0.05,0.03,0.03,0.02,0.9,0.99,0.81,minute,en,2124,exact,scraped
watch,1.06,1.0,1.11,100,1.15,1.27,1.04,7.07,7.77,6.36,8.16,8.98,7.34,299.35,329.29,269.42,watch,en,2124,exact,scraped
enterprise,1.06,1.0,1.11,100,1.49,1.64,1.34,327.73,360.5,294.95,489.04,537.94,440.13,5184.56,5703.02,4666.11,enterprise,en,2124,exact,scraped
feature,1.06,1.0,1.11,100,6.96,7.66,6.27,0.04,0.05,0.04,0.3,0.33,0.27,0.72,0.79,0.65,feature,en,2124,exact,scraped
like,1.06,1.0,1.11,100,0.32,0.36,0.29,0.08,0.08,0.07,0.02,0.03,0.02,1.81,1.99,1.63,like,en,2124,exact,scraped
cpus,1.06,1.0,1.11,100,0.69,0.76,0.62,0.13,0.14,0.12,0.09,0.1,0.08,1.63,1.79,1.46,cpus,en,2124,exact,scraped
mean,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mean,en,2124,exact,scraped
advent,1.06,1.0,1.11,100,0.24,0.27,0.22,0.03,0.03,0.02,0.01,0.01,0.01,0.9,0.99,0.81,advent,en,2124,exact,scraped
tool,1.06,1.0,1.11,100,0.78,0.86,0.7,3.11,3.42,2.8,2.42,2.66,2.18,151.93,167.13,136.74,tool,en,2124,exact,scraped
work,1.06,1.0,1.11,100,1.37,1.51,1.23,0.23,0.26,0.21,0.32,0.35,0.29,14.63,16.1,13.17,work,en,2124,exact,scraped
color,1.06,1.0,1.11,100,0.71,0.78,0.64,0.08,0.09,0.07,0.06,0.06,0.05,1.81,1.99,1.63,color,en,2124,exact,scraped
hidden,1.06,1.0,1.11,100,0.65,0.71,0.58,0.02,0.03,0.02,0.02,0.02,0.01,1.81,1.99,1.63,hidden,en,2124,exact,scraped
layer,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,layer,en,2124,exact,scraped
virtualization,1.06,1.0,1.11,100,9.36,10.3,8.43,0.05,0.05,0.04,0.45,0.5,0.41,14.09,15.5,12.68,virtualization,en,2124,exact,scraped
physically,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,physically,en,2124,exact,scraped
unpopular,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unpopular,en,2124,exact,scraped
nature,1.06,1.0,1.11,100,0.45,0.5,0.41,0.7,0.77,0.63,0.32,0.35,0.29,14.63,16.1,13.17,nature,en,2124,exact,scraped
updation,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,updation,en,2124,exact,scraped
original,1.06,1.0,1.11,100,0.33,0.36,0.29,0.09,0.1,0.08,0.03,0.03,0.03,2.71,2.98,2.44,original,en,2124,exact,scraped
assignment,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,assignment,en,2124,exact,scraped
calculate,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,calculate,en,2124,exact,scraped
conv,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,conv,en,2124,exact,scraped
pm,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pm,en,2124,exact,scraped
jay,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jay,en,2124,exact,scraped
dillon,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dillon,en,2124,exact,scraped
give,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,give,en,2124,exact,scraped
politic,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,politic,en,2124,exact,scraped
application,1.06,1.0,1.11,100,5.06,5.56,4.55,0.52,0.57,0.46,2.61,2.87,2.35,16.44,18.08,14.8,application,en,2124,exact,scraped
computer,1.06,1.0,1.11,100,1.86,2.04,1.67,2.78,3.05,2.5,5.16,5.68,4.64,67.75,74.52,60.97,computer,en,2124,exact,scraped
brain,1.06,1.0,1.11,100,0.64,0.7,0.57,0.09,0.1,0.08,0.06,0.07,0.05,4.16,4.57,3.74,brain,en,2124,exact,scraped
apresentar,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,apresentar,en,2124,exact,scraped
resultados,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,resultados,en,2124,exact,scraped
attacker,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,attacker,en,2124,exact,scraped
persistent,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,persistent,en,2124,exact,scraped
outcome,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,outcome,en,2124,exact,scraped
collaborate,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,collaborate,en,2124,exact,scraped
last linear,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,last linear,en,2124,exact,scraped
in features,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,in features,en,2124,exact,scraped
jobs,1.06,1.0,1.11,100,6.22,6.84,5.6,6.49,7.14,5.84,40.35,44.39,36.32,624.9,687.39,562.41,jobs,en,2124,exact,scraped
well,1.06,1.0,1.11,100,0.65,0.72,0.59,0.13,0.14,0.11,0.08,0.09,0.07,3.61,3.97,3.25,well,en,2124,exact,scraped
datum,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,datum,en,2124,exact,scraped
success,1.06,1.0,1.11,100,0.68,0.75,0.61,0.1,0.1,0.09,0.06,0.07,0.06,4.52,4.97,4.06,success,en,2124,exact,scraped
raspar,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,raspar,en,2124,exact,scraped
informa,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,informa,en,2124,exact,scraped
acima,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,acima,en,2124,exact,scraped
vamo,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,vamo,en,2124,exact,scraped
utilizar,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,utilizar,en,2124,exact,scraped
configuration,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,configuration,en,2124,exact,scraped
load,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,load,en,2124,exact,scraped
athlete,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,athlete,en,2124,exact,scraped
variables,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,variables,en,2124,exact,scraped
take,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,take,en,2124,exact,scraped
enormous,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,enormous,en,2124,exact,scraped
little,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,little,en,2124,exact,scraped
l,1.06,1.0,1.11,100,0.85,0.94,0.77,0.81,0.89,0.73,0.69,0.76,0.62,37.22,40.94,33.49,l,en,2124,exact,scraped
shell,1.06,1.0,1.11,100,0.72,0.79,0.65,0.4,0.44,0.36,0.29,0.32,0.26,23.49,25.83,21.14,shell,en,2124,exact,scraped
tip,1.06,1.0,1.11,100,2.7,2.97,2.43,0.05,0.06,0.05,0.15,0.16,0.13,0.9,0.99,0.81,tip,en,2124,exact,scraped
accord,1.06,1.0,1.11,100,3.77,4.15,3.4,2.65,2.91,2.38,10.0,11.0,9.0,80.57,88.63,72.52,accord,en,2124,exact,scraped
mobile,1.06,1.0,1.11,100,7.41,8.15,6.67,0.68,0.75,0.62,5.07,5.58,4.56,23.31,25.64,20.97,mobile,en,2124,exact,scraped
learn,1.06,1.0,1.11,100,1.57,1.73,1.42,0.17,0.19,0.16,0.27,0.3,0.25,5.24,5.76,4.72,learn,en,2124,exact,scraped
backup,1.06,1.0,1.11,100,6.99,7.69,6.29,0.15,0.17,0.14,1.07,1.18,0.96,17.16,18.88,15.45,backup,en,2124,exact,scraped
tweet,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tweet,en,2124,exact,scraped
maximize,1.06,1.0,1.11,100,8.6,9.46,7.74,0.0,0.0,0.0,0.03,0.04,0.03,0.9,0.99,0.81,maximize,en,2124,exact,scraped
personality,1.06,1.0,1.11,100,0.55,0.61,0.5,0.04,0.05,0.04,0.02,0.03,0.02,2.71,2.98,2.44,personality,en,2124,exact,scraped
liste,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,liste,en,2124,exact,scraped
topic,1.06,1.0,1.11,100,1.25,1.37,1.12,0.03,0.03,0.03,0.04,0.04,0.04,0.72,0.79,0.65,topic,en,2124,exact,scraped
interest,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,interest,en,2124,exact,scraped
parallel,1.06,1.0,1.11,100,0.57,0.63,0.52,0.1,0.11,0.09,0.06,0.06,0.05,2.53,2.78,2.28,parallel,en,2124,exact,scraped
lines,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lines,en,2124,exact,scraped
riedl,1.06,1.0,1.11,100,0.38,0.42,0.34,0.02,0.02,0.02,0.01,0.01,0.01,0.9,0.99,0.81,riedl,en,2124,exact,scraped
special,1.06,1.0,1.11,100,0.34,0.38,0.31,0.07,0.07,0.06,0.02,0.03,0.02,0.9,0.99,0.81,special,en,2124,exact,scraped
calculation,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,calculation,en,2124,exact,scraped
passing,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,passing,en,2124,exact,scraped
news,1.06,1.0,1.11,100,0.72,0.79,0.65,20.41,22.45,18.36,14.62,16.09,13.16,540.89,594.98,486.8,news,en,2124,exact,scraped
event,1.06,1.0,1.11,100,5.69,6.25,5.12,0.08,0.08,0.07,0.43,0.47,0.39,11.02,12.12,9.92,event,en,2124,exact,scraped
gaming,1.06,1.0,1.11,100,0.65,0.72,0.59,0.13,0.14,0.11,0.08,0.09,0.08,2.53,2.78,2.28,gaming,en,2124,exact,scraped
renderer,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,renderer,en,2124,exact,scraped
quality,1.06,1.0,1.11,100,0.73,0.8,0.66,0.03,0.03,0.02,0.02,0.02,0.02,2.71,2.98,2.44,quality,en,2124,exact,scraped
realism,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,realism,en,2124,exact,scraped
octane,1.06,1.0,1.11,100,0.93,1.02,0.83,0.04,0.05,0.04,0.04,0.04,0.04,0.9,0.99,0.81,octane,en,2124,exact,scraped
wikipedia,1.06,1.0,1.11,100,0.6,0.66,0.54,0.45,0.49,0.4,0.27,0.29,0.24,6.87,7.55,6.18,wikipedia,en,2124,exact,scraped
executable,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,executable,en,2124,exact,scraped
surveysid,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,surveysid,en,2124,exact,scraped
consistent,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,consistent,en,2124,exact,scraped
